Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,asasabonsam,Possible spelling mistake found.,Asasabonsam,... the airport. You can pretend like it's **asasabonsam**'s teeth 4  trying to eat you.  I wanted...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...you.  I wanted to run through the tunnel** but** there were too many people in the way. ...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,tuuuuuuuuuuuube,Possible spelling mistake found.,,...t for donkey hours:  Me: 'We are in the **tuuuuuuuuuuuube**! '  It felt brutal. Everybody jumped. [...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,Asweh,Possible spelling mistake found.,"Asked, Answer, Ash (+31 more)","... brutal. Everybody jumped. [p.89]  - 1  **Asweh**: I swear  2  brutal: exciting, fun  3  ...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,chook,Possible spelling mistake found.,"kook, hook, cook (+7 more)","...: I swear  2  brutal: exciting, fun  3  **chook**: jab  - 4  asasabonsam's teeth: a vampi...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,72,MORFOLOGIK_RULE_EN_GB,misspelling,asasabonsam,Possible spelling mistake found.,Asasabonsam,"...tal: exciting, fun  3  chook: jab  - 4  **asasabonsam**'s teeth: a vampire-like monster in West...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,73,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and","...e him, scanning over the bursts of gorse** and** he walked out of the church and followe...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,73,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and","...nt is concluded, the little male returns** and** they regard one another, trying to buil...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,74,MORFOLOGIK_RULE_EN_GB,misspelling,Favourited,Possible spelling mistake found.,"Favourite, Favourites","...he winners photo. LOL And the review??? **Favourited** on my computer:  'Jake Owen, Oh, Jakey....",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,74,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...lt like being put through a meat grinder** and** it's my job to make sure it don't NEVA ...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,74,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,... it's my job to make sure it don't NEVA **'**APPEN again ...  Text 2: opening stanzas...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,74,MORFOLOGIK_RULE_EN_GB,misspelling,APPEN,Possible spelling mistake found.,"HAPPEN, ASPEN, APPEND (+2 more)",...it's my job to make sure it don't NEVA '**APPEN** again ...  Text 2: opening stanzas of a...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,75,MORFOLOGIK_RULE_EN_GB,misspelling,fooddelivery,Possible spelling mistake found.,food delivery,...meals that are ordered and sent out via **fooddelivery** apps. Britain is thought to have hundre...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,75,FIRST_PERSON_SHOOTER,grammar,first person,"When ‘first-person’ is used as a modifier, it is usually spelled with a hyphen.",first-person,"...John Keats (1820)  In this extract, the **first person** narrator of the knight describes meetin...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,SOME_NN_VBP,grammar,feel sick,It appears that the noun or verb are incorrect.,"feels sick, feel sicks","...ir noses up at this kind of thing, some **feel sick**, and one (usually very cool) BBC channe...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,MORFOLOGIK_RULE_EN_GB,misspelling,chappulines,Possible spelling mistake found.,"capsulises, capsulizes, chappies (+3 more)","...a root vegetable. Next best are Mexican **chappulines** (grasshoppers roasted with chilli, salt...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,MORFOLOGIK_RULE_EN_GB,misspelling,Fatbottomed,Possible spelling mistake found.,Fat bottomed,...hich make a fantastic sour-spicy snack. **Fatbottomed** ants are available in the UK as a gimmi...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... out all night.  DEL:  We had a busy day** and** they asked me to work late and I needed...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... busy day and they asked me to work late** and** I needed the overtime so ...  ENID:  Yo...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,76,SENT_START_THEM,misspelling,Them,Did you mean “Then”?,Then,... say?  DEL:  ENID:  I did ring them up. **Them** say you never go in.  DEL:  I was too s...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,77,EN_A_VS_AN,misspelling,a,"Use “an” instead of ‘a’ if the following word starts with a vowel sound, e.g. ‘an article’, ‘an hour’.",an,...girl. You didn't go in because you have **a** argument with the manager and they tell...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,77,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...use you have a argument with the manager** and** they tell you not to come back. Slight ...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,77,IT_IS_2,misspelling,it,Did you mean “it's” (short for ‘it is’) instead of ‘its’ (possessive pronoun)?,it's,...                            | You think **it** easy to find a job these days?         ...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,78,MORFOLOGIK_RULE_EN_GB,misspelling,subheadline,Possible spelling mistake found.,subhead line,...wspaper report  - engaging headline and **subheadline** - short paragraphs and subheadings to d...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,78,EN_COMPOUNDS_EYE_WITNESS,misspelling,eye-witness,This word is normally spelled as one.,eyewitness,...with direct speech e.g. local opinions (**eye-witness** personal) - Paragraph 6: widen discussi...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,79,MORFOLOGIK_RULE_EN_GB,misspelling,videogames,Possible spelling mistake found.,video games,"... of fantasy in literature, films and/or **videogames**.  ## OR  Write a script for a vlog givi...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,80,EN_WORD_COHERENCY,uncategorized,civilization,Do not mix variants of the same word (‘civilization’ and ‘civilisation’) within a single text.,civilisation,...coldly [...] by men with a tradition of **civilization** behind them.' - his view of 'average' p...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,80,COMMA_COMPOUND_SENTENCE_2,uncategorized,and,Use a comma before “and” if it connects two independent clauses (unless they are closely connected and short).,", and","... say: you think that now the war is over** and** an evil thing destroyed, you are safe b...",LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,81,EN_WORD_COHERENCY,uncategorized,civilization,Do not mix variants of the same word (‘civilization’ and ‘civilisation’) within a single text.,civilisation,...e law. Roger's arm was conditioned by a **civilization** that knew nothing of him and was in rui...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,81,COMMA_COMPOUND_SENTENCE_2,uncategorized,or,Use a comma before “or” if it connects two independent clauses (unless they are closely connected and short).,", or",...ng and head noun taboo suggest forbidden** or** unacceptable actions are still powerful...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,81,EN_WORD_COHERENCY,uncategorized,civilization,Do not mix variants of the same word (‘civilization’ and ‘civilisation’) within a single text.,civilisation,...ention on Roger's actions (reference to **civilization** at the end) - postmodifying clauses str...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,81,MORFOLOGIK_RULE_EN_GB,misspelling,postmodifying,Possible spelling mistake found.,,...reference to civilization at the end) - **postmodifying** clauses stress his insignificance ( kne...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,81,EN_WORD_COHERENCY,uncategorized,civilization,Do not mix variants of the same word (‘civilization’ and ‘civilisation’) within a single text.,civilisation,...coldly ... ' even with ' a tradition of **civilization** behind [him] ' as Golding describes it ...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,82,MORFOLOGIK_RULE_EN_GB,misspelling,Zup,Possible spelling mistake found.,"ZUP, Up, Cup (+877 more)",...ention-and there it was again; a faint '**Zup**!' Someone was throwing stones: Roger wa...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,82,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...strous red thing bounded across the neck** and** he flung himself flat while the tribe s...,LT
English-Language-and-Literature,gcse-english-language-and-literature---guidance-for-teaching.md,82,COMPLAINT_COMPLAINED,grammar,restraint,The word ‘restraint’ is a noun. Did you mean the verb “restrained”?,restrained,...e to a climax he seems to have lost all **restraint** and is no longer governed by civilised ...,LT
